probe,status
cg12107247,removed_high_na
cg14774273,removed_high_na
ch.2.37472519R,removed_high_na
cg25305153,removed_high_na
cg14213424,removed_high_na
cg05343106,removed_high_na
cg23120936,removed_high_na
cg18976370,removed_high_na
cg11409594,removed_high_na
cg08661751,removed_high_na
cg02042712,removed_high_na
cg01511814,removed_high_na
cg02636659,removed_high_na
cg22181303,removed_high_na
cg11790196,removed_high_na
cg18622896,removed_high_na
cg03678722,removed_high_na
cg11769925,removed_high_na
cg03792964,removed_high_na
cg05455393,removed_high_na
cg21001231,removed_high_na
cg27312961,removed_high_na
cg13543205,removed_high_na
cg24744031,removed_high_na
cg13573320,removed_high_na
cg04386839,removed_high_na
cg27357134,removed_high_na
cg24470298,removed_high_na
cg21935393,removed_high_na
cg14447047,removed_high_na
cg22487450,removed_high_na
cg02851692,removed_high_na
cg07179816,removed_high_na
cg01444149,removed_high_na
cg02868598,removed_high_na
cg15021707,removed_high_na
cg22279779,removed_high_na
cg25767154,removed_high_na
cg23339230,removed_high_na
cg10987705,removed_high_na
cg19913582,removed_high_na
cg13222706,removed_high_na
cg00107579,removed_high_na
cg22088645,removed_high_na
cg20919336,removed_high_na
cg24437634,removed_high_na
cg08707786,removed_high_na
cg04570735,removed_high_na
cg15391151,removed_high_na
ch.6.8638596F,removed_high_na
cg22987992,removed_high_na
cg26505567,removed_high_na
cg23977502,removed_high_na
cg09636727,removed_high_na
cg09037082,removed_high_na
cg08358983,removed_high_na
cg08031587,removed_high_na
cg18857647,removed_high_na
cg14268226,removed_high_na
cg27281690,removed_high_na
cg00325458,removed_high_na
cg25269388,removed_high_na
cg26925981,removed_high_na
cg18224977,removed_high_na
cg18422795,removed_high_na
cg08829117,removed_high_na
cg01916400,removed_high_na
cg15836028,removed_high_na
ch.10.845914F,removed_high_na
cg04594027,removed_high_na
cg08004906,removed_high_na
cg01012836,removed_high_na
cg20483857,removed_high_na
cg09476963,removed_high_na
cg01128042,removed_high_na
cg00785980,removed_high_na
cg21543859,removed_high_na
cg01325271,removed_high_na
cg22034855,removed_high_na
cg19302441,removed_high_na
cg09361751,removed_high_na
cg06703635,removed_high_na
cg09166410,removed_high_na
cg00947801,removed_high_na
cg14623630,removed_high_na
cg07487112,removed_high_na
cg26058731,removed_high_na
ch.8.91747740F,removed_high_na
cg06250886,removed_high_na
cg11940040,removed_high_na
cg03740682,removed_high_na
cg03280759,removed_high_na
cg25667057,removed_high_na
cg25266281,removed_high_na
cg15057818,removed_high_na
cg07545743,removed_high_na
cg05239158,removed_high_na
cg08867767,removed_high_na
cg16709904,removed_high_na
cg08011863,removed_high_na
cg23225454,removed_high_na
cg05902834,removed_high_na
cg07437923,removed_high_na
cg24480926,removed_high_na
cg25135563,removed_high_na
cg18720718,removed_high_na
cg18044322,removed_high_na
cg14037013,removed_high_na
cg18771050,removed_high_na
cg16840744,removed_high_na
cg26672573,removed_high_na
cg01288067,removed_high_na
cg14275340,removed_high_na
cg10781048,removed_high_na
cg00293981,removed_high_na
cg07455422,removed_high_na
cg02063365,removed_high_na
cg15817969,removed_high_na
cg13335769,removed_high_na
cg21655448,removed_high_na
cg00587485,removed_high_na
cg06624020,removed_high_na
cg14006376,removed_high_na
cg13783177,removed_high_na
cg24325275,removed_high_na
cg12638357,removed_high_na
cg11805252,removed_high_na
cg00110695,removed_high_na
cg24581845,removed_high_na
cg00093971,removed_high_na
cg19641999,removed_high_na
cg18949721,removed_high_na
cg07805064,removed_high_na
cg05140257,removed_high_na
cg25743043,removed_high_na
cg23465864,removed_high_na
cg17205488,removed_high_na
cg27202210,removed_high_na
cg11545887,removed_high_na
cg09095818,removed_high_na
cg14840863,removed_high_na
cg13249146,removed_high_na
cg00655779,removed_high_na
cg24461506,removed_high_na
cg13960126,removed_high_na
cg06029268,removed_high_na
cg05217213,removed_high_na
cg05345039,removed_high_na
cg20188621,removed_high_na
cg08503808,removed_high_na
cg22512803,removed_high_na
cg21608237,removed_high_na
cg01388598,removed_high_na
cg25935375,removed_high_na
cg27489873,removed_high_na
cg22622328,removed_high_na
cg21888373,removed_high_na
cg11176095,removed_high_na
cg11007296,removed_high_na
cg10574718,removed_high_na
cg16008979,removed_high_na
cg10153212,removed_high_na
cg00337905,removed_high_na
cg27179498,removed_high_na
cg26511840,removed_high_na
cg11154727,removed_high_na
cg20099906,removed_high_na
cg02617757,removed_high_na
cg05837491,removed_high_na
cg07798618,removed_high_na
cg17298859,removed_high_na
cg09408366,removed_high_na
cg09583379,removed_high_na
cg07135647,removed_high_na
cg09583374,removed_high_na
cg02247514,removed_high_na
cg13375466,removed_high_na
cg22636056,removed_high_na
cg00440702,removed_high_na
cg12845021,removed_high_na
ch.10.821091F,removed_high_na
cg24640735,removed_high_na
cg20741844,removed_high_na
cg09524078,removed_high_na
cg00447068,removed_high_na
cg25373297,removed_high_na
cg05494069,removed_high_na
cg17382752,removed_high_na
cg15783349,removed_high_na
cg27150476,removed_high_na
cg07744822,removed_high_na
cg19026811,removed_high_na
cg23101028,removed_high_na
cg21830313,removed_high_na
cg00917101,removed_high_na
cg26101890,removed_high_na
cg27637382,removed_high_na
cg20791323,removed_high_na
cg12988522,removed_high_na
cg10187894,removed_high_na
cg11042454,removed_high_na
cg06728577,removed_high_na
cg20562823,removed_high_na
cg00944862,removed_high_na
cg11862758,removed_high_na
cg01921212,removed_high_na
cg19941450,removed_high_na
cg13608979,removed_high_na
cg11254582,removed_high_na
cg16257607,removed_high_na
cg17956259,removed_high_na
cg14283475,removed_high_na
cg14651305,removed_high_na
cg11404906,removed_high_na
cg17106526,removed_high_na
cg00145055,removed_high_na
cg06316104,removed_high_na
cg18724652,removed_high_na
cg13889369,removed_high_na
cg09958470,removed_high_na
cg11768148,removed_high_na
cg27248455,removed_high_na
cg10135894,removed_high_na
cg18464244,removed_high_na
cg17827271,removed_high_na
cg15980798,removed_high_na
cg06501766,removed_high_na
cg14967393,removed_high_na
cg15234312,removed_high_na
cg09449070,removed_high_na
cg01024303,removed_high_na
cg10204214,removed_high_na
cg08709013,removed_high_na
cg12434897,removed_high_na
cg26371554,removed_high_na
cg13517886,removed_high_na
cg25570522,removed_high_na
cg13710586,removed_high_na
cg19127208,removed_high_na
cg10300895,removed_high_na
cg09884893,removed_high_na
cg27186323,removed_high_na
cg02351437,removed_high_na
cg19596870,removed_high_na
cg02363934,removed_high_na
cg10518816,removed_high_na
cg08111196,removed_high_na
cg12171394,removed_high_na
cg21569693,removed_high_na
cg20740249,removed_high_na
cg04361678,removed_high_na
cg24803063,removed_high_na
cg14519963,removed_high_na
cg01388022,removed_high_na
cg17786067,removed_high_na
cg16320165,removed_high_na
cg09230658,removed_high_na
cg04248796,removed_high_na
cg22019742,removed_high_na
cg06196161,removed_high_na
cg00457234,removed_high_na
cg04120680,removed_high_na
cg27424206,removed_high_na
cg00861847,removed_high_na
cg19796974,removed_high_na
cg26391902,removed_high_na
cg24635257,removed_high_na
cg27507827,removed_high_na
cg26512469,removed_high_na
cg16582469,removed_high_na
cg05141005,removed_high_na
cg20972380,removed_high_na
cg11685843,removed_high_na
cg04836714,removed_high_na
cg27027151,removed_high_na
cg07704934,removed_high_na
cg00958304,removed_high_na
cg03461499,removed_high_na
cg08220028,removed_high_na
cg02829279,removed_high_na
cg12214399,removed_high_na
cg05112070,removed_high_na
cg13850344,removed_high_na
cg07747336,removed_high_na
cg14217660,removed_high_na
cg14593237,removed_high_na
cg07379813,removed_high_na
cg13882203,removed_high_na
cg20806904,removed_high_na
cg05570806,removed_high_na
cg00979582,removed_high_na
cg08022411,removed_high_na
cg03133799,removed_high_na
cg04251828,removed_high_na
cg22010446,removed_high_na
cg09262882,removed_high_na
cg27539472,removed_high_na
cg12209487,removed_high_na
cg25175900,removed_high_na
cg02380833,removed_high_na
cg19564264,removed_high_na
cg06088084,removed_high_na
cg26454808,removed_high_na
cg14283099,removed_high_na
cg05585303,removed_high_na
cg17842562,removed_high_na
cg00050555,removed_high_na
cg08882038,removed_high_na
cg17650091,removed_high_na
cg06830415,removed_high_na
cg27582696,removed_high_na
cg19131541,removed_high_na
cg20391567,removed_high_na
cg18662507,removed_high_na
cg14182730,removed_high_na
cg02522936,removed_high_na
cg10380652,removed_high_na
cg03554878,removed_high_na
cg21192260,removed_high_na
cg14583124,removed_high_na
cg07933656,removed_high_na
cg16899306,removed_high_na
cg17985029,removed_high_na
cg10112781,removed_high_na
cg27111678,removed_high_na
cg05030518,removed_high_na
cg12727605,removed_high_na
cg03188382,removed_high_na
cg16017492,removed_high_na
cg07350421,removed_high_na
cg17481012,removed_high_na
cg19273715,removed_high_na
cg16648110,removed_high_na
cg05738924,removed_high_na
cg13916895,removed_high_na
cg06654079,removed_high_na
cg01562356,removed_high_na
cg15047484,removed_high_na
cg14386857,removed_high_na
cg24834575,removed_high_na
cg01077623,removed_high_na
cg10143449,removed_high_na
cg10130257,removed_high_na
cg19499674,removed_high_na
cg21720265,removed_high_na
cg25514992,removed_high_na
cg01363569,removed_high_na
cg15044932,removed_high_na
cg26513654,removed_high_na
cg14337472,removed_high_na
cg22177585,removed_high_na
cg21125848,removed_high_na
cg00292669,removed_high_na
cg14492061,removed_high_na
cg12631000,removed_high_na
cg16248798,removed_high_na
cg10441401,removed_high_na
cg11300402,removed_high_na
cg09271603,removed_high_na
cg16786721,removed_high_na
cg09902229,removed_high_na
cg25102919,removed_high_na
cg07336751,removed_high_na
cg00351324,removed_high_na
cg25078427,removed_high_na
cg01745766,removed_high_na
cg00083596,removed_high_na
cg06310698,removed_high_na
cg00902448,removed_high_na
cg13030328,removed_high_na
cg20747073,removed_high_na
cg08212981,removed_high_na
cg17674548,removed_high_na
cg01541773,removed_high_na
cg06738560,removed_high_na
cg06942743,removed_high_na
cg15083933,removed_high_na
cg15503862,removed_high_na
cg13446802,removed_high_na
cg17296447,removed_high_na
cg20464195,removed_high_na
cg25344239,removed_high_na
cg18739808,removed_high_na
cg01854803,removed_high_na
cg02033669,removed_high_na
cg02033666,removed_high_na
cg17182202,removed_high_na
cg19233761,removed_high_na
cg01421902,removed_high_na
cg08459182,removed_high_na
cg03737774,removed_high_na
cg09257178,removed_high_na
cg07756708,removed_high_na
cg13322849,removed_high_na
cg07574267,removed_high_na
cg19371652,removed_high_na
cg06352803,removed_high_na
ch.21.25580530F,removed_high_na
cg04893306,removed_high_na
cg11553245,removed_high_na
cg12956688,removed_high_na
cg06850651,removed_high_na
cg24449371,removed_high_na
cg01763636,removed_high_na
cg22029284,removed_high_na
cg03270204,removed_high_na
cg11552640,removed_high_na
cg11411968,removed_high_na
cg07463400,removed_high_na
cg09305008,removed_high_na
cg01881062,removed_high_na
cg12505343,removed_high_na
cg04902838,removed_high_na
cg24588058,removed_high_na
cg04407317,removed_high_na
cg13599017,removed_high_na
cg17091312,removed_high_na
cg21593588,removed_high_na
ch.4.134822993R,removed_high_na
cg26280685,removed_high_na
cg13478757,removed_high_na
cg20157985,removed_high_na
cg11956120,removed_high_na
cg18954479,removed_high_na
cg08189198,removed_high_na
cg14039020,removed_high_na
cg13469286,removed_high_na
cg05956769,removed_high_na
cg10244313,removed_high_na
cg15835808,removed_high_na
cg09674627,removed_high_na
cg21134771,removed_high_na
cg14333779,removed_high_na
cg25623774,removed_high_na
cg26710738,removed_high_na
cg16512882,removed_high_na
cg10547378,removed_high_na
cg08123749,removed_high_na
cg10457436,removed_high_na
cg18160841,removed_high_na
cg01191509,removed_high_na
cg19005275,removed_high_na
cg22127299,removed_high_na
cg04502857,removed_high_na
cg01027519,removed_high_na
cg20597252,removed_high_na
cg00535994,removed_high_na
cg02272150,removed_high_na
cg25402281,removed_high_na
cg15152149,removed_high_na
cg08039084,removed_high_na
cg07981910,removed_high_na
cg05701204,removed_high_na
cg06437931,removed_high_na
cg08597733,removed_high_na
cg03937440,removed_high_na
cg24844046,removed_high_na
cg04055096,removed_high_na
cg03062166,removed_high_na
cg05515072,removed_high_na
cg03547958,removed_high_na
cg01174327,removed_high_na
cg21552292,removed_high_na
cg03876096,removed_high_na
cg26169668,removed_high_na
cg10521650,removed_high_na
cg00942241,removed_high_na
cg10910862,removed_high_na
cg08349931,removed_high_na
cg20697501,removed_high_na
cg22984586,removed_high_na
cg05174338,removed_high_na
cg10823566,removed_high_na
cg22380663,removed_high_na
cg02626667,removed_high_na
cg00136400,removed_high_na
cg00294152,removed_high_na
cg07797421,removed_high_na
cg20033940,removed_high_na
cg26606132,removed_high_na
cg01161877,removed_high_na
cg17223846,removed_high_na
cg02095498,removed_high_na
cg12802246,removed_high_na
cg14833040,removed_high_na
cg04951822,removed_high_na
cg01445578,removed_high_na
cg03058664,removed_high_na
cg22725986,removed_high_na
cg17490932,removed_high_na
cg16267112,removed_high_na
cg21537063,removed_high_na
cg17103026,removed_high_na
cg07368507,removed_high_na
cg06664254,removed_high_na
cg12345724,removed_high_na
cg10012448,removed_high_na
cg03579900,removed_high_na
cg00871204,removed_high_na
cg23084517,removed_high_na
cg07064537,removed_high_na
cg06948614,removed_high_na
cg18643563,removed_high_na
cg03228288,removed_high_na
cg10241552,removed_high_na
cg13567792,removed_high_na
cg22069745,removed_high_na
cg02674925,removed_high_na
cg02191909,removed_high_na
cg14378364,removed_high_na
cg07917052,removed_high_na
cg21394081,removed_high_na
cg25759366,removed_high_na
cg15081653,removed_high_na
cg02139050,removed_high_na
cg01741056,removed_high_na
ch.1.228777R,removed_high_na
cg00318682,removed_high_na
cg21089903,removed_high_na
cg06068803,removed_high_na
cg26265657,removed_high_na
cg13664919,removed_high_na
cg13664910,removed_high_na
cg06721538,removed_high_na
cg17905708,removed_high_na
cg08685955,removed_high_na
cg25255082,removed_high_na
cg01904216,removed_high_na
cg14104280,removed_high_na
cg11391305,removed_high_na
cg04673737,removed_high_na
cg02046187,removed_high_na
cg01287012,removed_high_na
cg15142430,removed_high_na
cg24543538,removed_high_na
cg27276613,removed_high_na
cg20311618,removed_high_na
cg14991469,removed_high_na
cg08904369,removed_high_na
cg06861560,removed_high_na
cg18544888,removed_high_na
cg18689082,removed_high_na
cg24530786,removed_high_na
cg03221984,removed_high_na
cg10123347,removed_high_na
cg01403320,removed_high_na
cg13227480,removed_high_na
cg23591039,removed_high_na
cg20208443,removed_high_na
cg05840741,removed_high_na
cg13627256,removed_high_na
cg08699512,removed_high_na
cg16565294,removed_high_na
cg00116558,removed_high_na
cg22915154,removed_high_na
cg03904134,removed_high_na
cg02668261,removed_high_na
cg12405087,removed_high_na
cg27363486,removed_high_na
cg02244970,removed_high_na
cg13717425,removed_high_na
cg00739973,removed_high_na
cg16237031,removed_high_na
cg06488187,removed_high_na
cg07314821,removed_high_na
cg01665013,removed_high_na
cg26609894,removed_high_na
ch.2.233259725R,removed_high_na
cg09504873,removed_high_na
cg12159836,removed_high_na
cg27172331,removed_high_na
cg01986665,removed_high_na
cg14748795,removed_high_na
cg19765351,removed_high_na
cg16444968,removed_high_na
cg22380161,removed_high_na
cg15358035,removed_high_na
cg10062049,removed_high_na
cg17939977,removed_high_na
cg27138949,removed_high_na
cg12380458,removed_high_na
cg16957824,removed_high_na
cg07100658,removed_high_na
cg15210854,removed_high_na
cg18449136,removed_high_na
cg21404933,removed_high_na
cg09370599,removed_high_na
cg24555071,removed_high_na
cg22155218,removed_high_na
cg11928962,removed_high_na
cg07882850,removed_high_na
cg07456878,removed_high_na
cg12575429,removed_high_na
cg02795334,removed_high_na
cg14120534,removed_high_na
cg17591832,removed_high_na
cg02913884,removed_high_na
cg05283804,removed_high_na
cg21177112,removed_high_na
cg17649104,removed_high_na
cg10510796,removed_high_na
cg01292810,removed_high_na
cg08203253,removed_high_na
cg16191050,removed_high_na
cg27638672,removed_high_na
cg01380878,removed_high_na
cg03037366,removed_high_na
cg12579684,removed_high_na
cg00082219,removed_high_na
ch.6.949970F,removed_high_na
cg08820821,removed_high_na
cg22175412,removed_high_na
cg17242590,removed_high_na
cg25175370,removed_high_na
cg15847988,removed_high_na
cg15616641,removed_high_na
cg19236645,removed_high_na
cg21003931,removed_high_na
cg05442599,removed_high_na
cg11388547,removed_high_na
cg00172376,removed_high_na
cg17739046,removed_high_na
cg01516809,removed_high_na
cg07914621,removed_high_na
cg15790212,removed_high_na
cg04089743,removed_high_na
cg11238518,removed_high_na
cg19205500,removed_high_na
cg11073382,removed_high_na
cg17142870,removed_high_na
cg16210395,removed_high_na
cg01005303,removed_high_na
cg10480329,removed_high_na
cg13661648,removed_high_na
cg02900136,removed_high_na
cg10602473,removed_high_na
cg18431983,removed_high_na
cg27525020,removed_high_na
cg06639079,removed_high_na
cg14758204,removed_high_na
cg07757887,removed_high_na
cg03015368,removed_high_na
cg12094402,removed_high_na
cg07436820,removed_high_na
cg17671604,removed_high_na
cg10655492,removed_high_na
cg17867420,removed_high_na
cg15559584,removed_high_na
cg02605501,removed_high_na
cg21972063,removed_high_na
cg20126741,removed_high_na
cg25456633,removed_high_na
cg16733670,removed_high_na
cg16733676,removed_high_na
cg20959851,removed_high_na
cg22052243,removed_high_na
cg15293759,removed_high_na
cg17516469,removed_high_na
cg26566927,removed_high_na
ch.7.2068158F,removed_high_na
cg15985500,removed_high_na
cg18311633,removed_high_na
cg14924041,removed_high_na
cg14924046,removed_high_na
cg11221524,removed_high_na
cg07953169,removed_high_na
cg26366262,removed_high_na
cg16621991,removed_high_na
cg04124378,removed_high_na
cg13098124,removed_high_na
cg03040740,removed_high_na
cg10615065,removed_high_na
cg07005898,removed_high_na
cg16562445,removed_high_na
cg13823631,removed_high_na
cg14801692,removed_high_na
cg08154783,removed_high_na
cg17869799,removed_high_na
cg21253881,removed_high_na
cg17428559,removed_high_na
cg19045531,removed_high_na
cg08234178,removed_high_na
cg19003397,removed_high_na
cg18529251,removed_high_na
cg01749539,removed_high_na
cg13624424,removed_high_na
cg04578677,removed_high_na
cg01796929,removed_high_na
cg24037831,removed_high_na
cg07680505,removed_high_na
cg20937750,removed_high_na
cg27253757,removed_high_na
cg09129395,removed_high_na
cg00411948,removed_high_na
cg08622923,removed_high_na
cg01373599,removed_high_na
cg01373595,removed_high_na
cg06135139,removed_high_na
cg13826718,removed_high_na
cg01537486,removed_high_na
cg04306992,removed_high_na
cg22064129,removed_high_na
cg18574403,removed_high_na
cg10235116,removed_high_na
cg08858793,removed_high_na
cg25840094,removed_high_na
cg12337005,removed_high_na
cg16187919,removed_high_na
cg18581500,removed_high_na
cg07599644,removed_high_na
ch.8.128576863F,removed_high_na
cg25444615,removed_high_na
cg02880176,removed_high_na
cg09628359,removed_high_na
cg05363065,removed_high_na
cg15290312,removed_high_na
cg21471199,removed_high_na
cg26819762,removed_high_na
cg19437142,removed_high_na
cg08644058,removed_high_na
cg22252041,removed_high_na
cg10339498,removed_high_na
cg00153622,removed_high_na
cg08673142,removed_high_na
cg11748504,removed_high_na
cg27094156,removed_high_na
cg22499348,removed_high_na
cg02114850,removed_high_na
cg07602317,removed_high_na
cg03493774,removed_high_na
cg19893834,removed_high_na
cg26709863,removed_high_na
cg17999916,removed_high_na
cg23387168,removed_high_na
cg17640807,removed_high_na
cg11321691,removed_high_na
cg08521777,removed_high_na
cg19303076,removed_high_na
cg18515940,removed_high_na
ch.10.907315R,removed_high_na
cg18044543,removed_high_na
cg10732797,removed_high_na
cg19493323,removed_high_na
cg20602914,removed_high_na
cg10371042,removed_high_na
cg05987503,removed_high_na
cg14166494,removed_high_na
cg03951394,removed_high_na
cg10330468,removed_high_na
cg20140735,removed_high_na
cg09900984,removed_high_na
cg11159666,removed_high_na
cg19101893,removed_high_na
cg19963231,removed_high_na
cg16256342,removed_high_na
cg07746241,removed_high_na
cg14503868,removed_high_na
cg02903126,removed_high_na
cg17942603,removed_high_na
cg17505339,removed_high_na
cg27322675,removed_high_na
cg26788834,removed_high_na
cg25431120,removed_high_na
cg24926947,removed_high_na
cg23274030,removed_high_na
cg11089364,removed_high_na
cg09314833,removed_high_na
cg03355286,removed_high_na
cg06101079,removed_high_na
cg17671199,removed_high_na
cg03612700,removed_high_na
cg06839896,removed_high_na
cg07196035,removed_high_na
cg20138486,removed_high_na
cg13810843,removed_high_na
cg10403728,removed_high_na
cg24293027,removed_high_na
cg17797372,removed_high_na
cg11032534,removed_high_na
cg18771737,removed_high_na
cg00311751,removed_high_na
cg04560029,removed_high_na
cg08042220,removed_high_na
cg15699693,removed_high_na
cg13145550,removed_high_na
cg00322212,removed_high_na
cg05569280,removed_high_na
cg11915672,removed_high_na
cg15741083,removed_high_na
cg04214403,removed_high_na
cg17588704,removed_high_na
cg05320944,removed_high_na
cg15718833,removed_high_na
cg18310658,removed_high_na
ch.5.3165702R,removed_high_na
cg01805856,removed_high_na
cg02345266,removed_high_na
cg02639359,removed_high_na
cg25516633,removed_high_na
cg03195031,removed_high_na
cg00960260,removed_high_na
cg14650244,removed_high_na
cg10111352,removed_high_na
cg07582661,removed_high_na
cg03345976,removed_high_na
cg03634073,removed_high_na
cg26914299,removed_high_na
cg24764759,removed_high_na
cg15720500,removed_high_na
cg26846076,removed_high_na
ch.9.84366407R,removed_high_na
cg20059197,removed_high_na
cg12847185,removed_high_na
cg23839479,removed_high_na
cg27272210,removed_high_na
cg06952129,removed_high_na
cg08359697,removed_high_na
cg25838060,removed_high_na
cg27163630,removed_high_na
cg21030536,removed_high_na
cg15454563,removed_high_na
cg02080152,removed_high_na
cg26309983,removed_high_na
cg27031254,removed_high_na
cg26959392,removed_high_na
cg26988585,removed_high_na
cg21225227,removed_high_na
cg26690999,removed_high_na
cg10477653,removed_high_na
cg23231453,removed_high_na
cg01943337,removed_high_na
cg05886469,removed_high_na
cg20703392,removed_high_na
cg10438564,removed_high_na
cg11879623,removed_high_na
cg16479131,removed_high_na
cg21358429,removed_high_na
cg04885336,removed_high_na
cg17044090,removed_high_na
cg03340228,removed_high_na
cg23998749,removed_high_na
cg09371409,removed_high_na
cg17177449,removed_high_na
cg19291303,removed_high_na
cg21410132,removed_high_na
cg10901099,removed_high_na
cg10375597,removed_high_na
cg11335264,removed_high_na
cg05064739,removed_high_na
cg20568147,removed_high_na
cg20568140,removed_high_na
cg07048159,removed_high_na
cg25602718,removed_high_na
cg04848972,removed_high_na
cg23004862,removed_high_na
cg26425904,removed_high_na
cg05408313,removed_high_na
cg17010657,removed_high_na
cg07227187,removed_high_na
cg12449055,removed_high_na
cg01864468,removed_high_na
cg03653504,removed_high_na
cg14625066,removed_high_na
cg10798225,removed_high_na
cg11488149,removed_high_na
cg15637912,removed_high_na
cg07878537,removed_high_na
cg11086982,removed_high_na
cg09577426,removed_high_na
cg08742535,removed_high_na
cg19815963,removed_high_na
cg00859877,removed_high_na
cg20464072,removed_high_na
cg08354527,removed_high_na
cg12547125,removed_high_na
cg17430436,removed_high_na
cg16291586,removed_high_na
cg10186456,removed_high_na
cg03484717,removed_high_na
cg22330841,removed_high_na
cg00344422,removed_high_na
cg10369444,removed_high_na
cg05287601,removed_high_na
cg02287105,removed_high_na
ch.5.2173511R,removed_high_na
cg18414979,removed_high_na
ch.3.30723819R,removed_high_na
cg09000138,removed_high_na
cg04994980,removed_high_na
cg08816194,removed_high_na
cg24842753,removed_high_na
cg26802968,removed_high_na
ch.1.48110560R,removed_high_na
cg24134918,removed_high_na
cg00650722,removed_high_na
cg19088912,removed_high_na
cg03427636,removed_high_na
cg25782778,removed_high_na
cg12853158,removed_high_na
cg02944578,removed_high_na
cg14864994,removed_high_na
cg08910205,removed_high_na
cg04159878,removed_high_na
cg12539193,removed_high_na
cg26466479,removed_high_na
cg22781400,removed_high_na
cg26640927,removed_high_na
cg11739051,removed_high_na
cg04330516,removed_high_na
cg17221941,removed_high_na
cg16843423,removed_high_na
cg12995372,removed_high_na
cg22907189,removed_high_na
cg01570972,removed_high_na
cg16379999,removed_high_na
cg24984384,removed_high_na
cg10152904,removed_high_na
cg09182085,removed_high_na
cg14383655,removed_high_na
cg06952715,removed_high_na
cg15622118,removed_high_na
cg22687569,removed_high_na
cg03390449,removed_high_na
cg25995133,removed_high_na
cg11523325,removed_high_na
cg04455643,removed_high_na
cg18423154,removed_high_na
cg05526809,removed_high_na
cg07851521,removed_high_na
cg23475993,removed_high_na
cg21162693,removed_high_na
cg17421623,removed_high_na
cg12962542,removed_high_na
cg27159237,removed_high_na
cg07731146,removed_high_na
cg02257057,removed_high_na
ch.6.40116829F,removed_high_na
cg05438719,removed_high_na
cg25326090,removed_high_na
cg18699526,removed_high_na
cg10356210,removed_high_na
cg17456644,removed_high_na
cg20612299,removed_high_na
cg17429234,removed_high_na
cg17512868,removed_high_na
cg13182809,removed_high_na
cg23152742,removed_high_na
cg11696173,removed_high_na
cg11584236,removed_high_na
cg17849582,removed_high_na
cg14542583,removed_high_na
cg01089800,removed_high_na
cg03194226,removed_high_na
cg05408886,removed_high_na
cg12349837,removed_high_na
cg12349832,removed_high_na
cg21290162,removed_high_na
cg19445642,removed_high_na
cg07589824,removed_high_na
cg13653802,removed_high_na
cg13653809,removed_high_na
cg04120779,removed_high_na
cg07203893,removed_high_na
cg13920090,removed_high_na
cg15281205,removed_high_na
cg02489449,removed_high_na
cg23462697,removed_high_na
cg24358567,removed_high_na
cg15023057,removed_high_na
cg19061957,removed_high_na
cg03570948,removed_high_na
cg09533869,removed_high_na
cg22190361,removed_high_na
cg25579356,removed_high_na
cg18286080,removed_high_na
cg26463496,removed_high_na
cg18144544,removed_high_na
cg16792957,removed_high_na
cg13339454,removed_high_na
cg03375002,removed_high_na
cg18729383,removed_high_na
cg00881417,removed_high_na
cg05859760,removed_high_na
cg10582795,removed_high_na
cg25178519,removed_high_na
cg16725607,removed_high_na
cg06432655,removed_high_na
cg00029973,removed_high_na
cg02015303,removed_high_na
cg14963062,removed_high_na
cg00645917,removed_high_na
cg16013630,removed_high_na
cg03467728,removed_high_na
cg18127410,removed_high_na
cg05878535,removed_high_na
cg03948236,removed_high_na
cg05626644,removed_high_na
cg06583259,removed_high_na
cg04097394,removed_high_na
cg13297703,removed_high_na
cg21292912,removed_high_na
cg08463173,removed_high_na
cg18592083,removed_high_na
ch.6.3208581F,removed_high_na
cg03448362,removed_high_na
cg12399687,removed_high_na
cg08952523,removed_high_na
cg00650614,removed_high_na
cg03613822,removed_high_na
cg14151459,removed_high_na
cg16096487,removed_high_na
cg07395055,removed_high_na
cg21578644,removed_high_na
cg16775095,removed_high_na
cg21578640,removed_high_na
cg16548746,removed_high_na
cg21995203,removed_high_na
cg16619352,removed_high_na
cg19956769,removed_high_na
cg12200270,removed_high_na
cg25606066,removed_high_na
cg00040016,removed_high_na
cg00040013,removed_high_na
cg00019082,removed_high_na
cg21580416,removed_high_na
cg12683730,removed_high_na
cg21004129,removed_high_na
cg00026458,removed_high_na
cg11366696,removed_high_na
cg01310543,removed_high_na
cg03248483,removed_high_na
cg10797804,removed_high_na
cg20987429,removed_high_na
cg15522953,removed_high_na
cg13264811,removed_high_na
cg16527552,removed_high_na
cg03680808,removed_high_na
cg27445709,removed_high_na
cg21785384,removed_high_na
cg02911985,removed_high_na
cg19822890,removed_high_na
cg11952914,removed_high_na
cg06292891,removed_high_na
cg08831522,removed_high_na
cg16648603,removed_high_na
cg18139575,removed_high_na
cg03751734,removed_high_na
cg00040530,removed_high_na
cg14299455,removed_high_na
cg00940867,removed_high_na
cg04331561,removed_high_na
cg02870829,removed_high_na
cg18855281,removed_high_na
cg06812668,removed_high_na
cg05933037,removed_high_na
cg13887180,removed_high_na
cg00826615,removed_high_na
cg00147849,removed_high_na
cg15845673,removed_high_na
cg22659273,removed_high_na
cg00071575,removed_high_na
cg24843701,removed_high_na
cg27170003,removed_high_na
cg27170002,removed_high_na
cg23519421,removed_high_na
cg03254137,removed_high_na
cg12678834,removed_high_na
cg01008121,removed_high_na
cg02138953,removed_high_na
cg08156844,removed_high_na
